pzpn_id,eyeball_id,home_away,opponent,date_time,true_goals,true_goals_opponent,goals,goals_opponent,possessions,possessions_opponent,shots_in_total,shots_in_total_opponent,fouls,fouls_opponent,offsides,offsides_opponent,free_kicks,free_kicks_opponent,corners,corners_opponent,average_player_game_rating,average_player_game_rating_opponent,shots_on_target,shots_on_target_opponent,shots_off_target,shots_off_target_opponent,shots_blocked,shots_blocked_opponent,shots_inside_pa,shots_inside_pa_opponent,shots_outside_pa,shots_outside_pa_opponent,successful_take_ons,successful_take_ons_opponent,all_take_ons,all_take_ons_opponent,shot_conversion_rate,shot_conversion_rate_opponent,successful_tackles,successful_tackles_opponent,all_tackles,all_tackles_opponent,aerial_duels,aerial_duels_opponent,interceptions,interceptions_opponent,clearances,clearances_opponent,recoveries,recoveries_opponent,blocks,blocks_opponent,mistakes,mistakes_opponent,won_fouls,won_fouls_opponent,second_ball_won,second_ball_won_opponent,successful_passes,successful_passes_opponent,passes,passes_opponent,pass_accuracy,pass_accuracy_opponent,key_passes,key_passes_opponent,successful_passes_in_final_third,successful_passes_in_final_third_opponent,all_passes_in_final_third,all_passes_in_final_third_opponent,successful_passes_in_middle_third,successful_passes_in_middle_third_opponent,all_passes_in_middle_third,all_passes_in_middle_third_opponent,successful_passes_in_defensive_third,successful_passes_in_defensive_third_opponent,all_passes_in_defensive_third,all_passes_in_defensive_third_opponent,successful_long_passes,successful_long_passes_opponent,all_long_passes,all_long_passes_opponent,successful_medium_range_passes,successful_medium_range_passes_opponent,all_medium_range_passes,all_medium_range_passes_opponent,successful_short_passes,successful_short_passes_opponent,all_short_passes,all_short_passes_opponent,successful_forward_passes,successful_forward_passes_opponent,all_forward_passes,all_forward_passes_opponent,successful_sideways_passes,successful_sideways_passes_opponent,all_sideways_passes,all_sideways_passes_opponent,successful_backward_passes,successful_backward_passes_opponent,all_backward_passes,all_backward_passes_opponent,successful_crosses,successful_crosses_opponent,all_crosses,all_crosses_opponent,field_tilt,field_tilt_opponent,all_goals_recognized
01697c50-56b8-45f3-a78b-b532bf82be89,,home,S.S.M. Wisła Płock,2025-10-18T17:30:00,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85a4ba19-e084-4192-974b-c66c76a906bc,72037,home,Escola Varsovia,2025-10-25T17:30:00,1,0,1,0,50%,50%,10,3,7,11,0,1,11,7,2,2,6.68,7.33,3,1,3,1,4,1,6,3,4,0,5,1,13,4,10%,0%,13,15,18,24,10,10,10,7,11,16,56,55,6,12,12,13,11,7,50%,50%,151,147,211,210,72%,70%,6,3,30,31,54,48,73,72,93,97,48,44,64,65,16,5,36,24,53,62,67,81,82,80,108,105,52,56,98,97,62,67,74,87,37,24,39,26,1,1,5,8,53%,47%,True
31e70a76-494b-44ac-95a9-f5d9969e06b1,72759,away,Wisła Kraków ,2025-10-31T11:00:00,3,0,3,0,43%,57%,11,13,4,7,2,0,6,4,4,1,7.33,6.62,5,3,4,6,2,4,8,4,3,9,1,2,4,8,27%,0%,13,8,18,15,13,13,13,4,6,5,50,51,9,9,5,1,7,4,58%,42%,121,207,184,263,66%,79%,7,10,17,59,32,84,53,86,66,101,51,62,86,78,20,12,43,32,43,94,58,108,58,101,83,123,40,64,87,107,57,90,67,101,24,53,30,55,3,3,6,10,28%,72%,True
e499ca04-55c2-4530-85d0-8a7bb3455c4d,73684,home,SMS Resovia Rzeszów,2025-11-08T17:30:00,0,0,0,0,59%,41%,8,4,9,5,0,1,6,9,8,3,6.79,5.61,2,1,4,3,2,0,5,2,3,2,5,3,15,8,0%,0%,9,16,13,23,40,40,26,35,13,24,52,34,8,9,9,4,5,9,51%,49%,152,54,218,123,70%,44%,5,4,32,13,66,30,82,16,100,44,38,25,52,49,19,6,41,31,77,30,98,50,56,18,79,42,60,20,97,80,64,25,88,33,28,9,33,10,4,2,20,5,69%,31%,True
a1d2b85d-a65f-40b0-a146-f8fc231e16d1,74469,away,Hutnik Kraków,2025-11-15T12:30:00,3,0,3,0,49%,51%,13,5,7,13,2,1,15,8,1,3,6.6,6.68,4,2,5,1,4,2,5,4,8,1,5,7,7,9,23%,0%,7,5,14,10,4,4,30,28,27,29,33,36,2,6,0,0,12,7,50%,50%,135,143,175,195,77%,73%,5,5,36,22,50,39,58,50,69,62,41,71,56,93,16,9,33,30,59,69,64,84,60,65,78,80,61,57,89,92,47,54,58,66,27,32,28,36,1,4,6,9,56%,44%,True
eda93f45-978a-43e3-8956-cc9963b39351,75233,away,Stomil Olsztyn SA,2025-11-21T14:30:00,0,2,0,2,62%,38%,14,9,6,6,1,0,4,7,2,4,7.85,7.04,6,4,5,3,3,2,9,6,5,3,13,10,20,17,0%,22%,6,10,10,14,25,25,7,5,6,18,76,55,9,12,12,7,6,6,61%,39%,182,65,257,128,71%,51%,11,6,65,10,99,23,63,30,88,48,54,25,70,57,14,15,37,42,67,24,85,39,100,26,134,46,73,31,118,79,66,21,96,34,42,13,42,14,3,3,17,11,81%,19%,True
a3abd411-97af-4a3a-801a-bf3eecd6846d,76096,home,AKS SMS GROT ŁÓDŹ,2025-11-29T17:30:00,2,0,2,0,47%,53%,7,9,4,6,0,1,5,3,2,3,7.03,6.79,2,4,2,3,3,2,4,4,3,5,4,4,6,7,29%,0%,16,10,23,16,13,13,9,5,7,1,56,62,8,7,4,1,6,4,50%,50%,101,136,161,204,63%,67%,4,5,19,16,27,43,24,61,42,83,58,59,92,78,8,16,32,31,28,65,48,93,65,55,81,80,33,44,82,88,44,54,55,75,24,38,24,41,2,4,6,17,39%,61%,True
6ed82535-eae3-4c11-a2b0-e6344445662e,84271,away,INDUSTRIA KORONA SA Kielce,2026-02-28T15:00:00,3,1,3,1,52%,48%,15,5,8,7,2,0,7,10,5,4,6.48,7.11,5,3,6,1,4,1,9,2,6,3,18,9,26,13,20%,20%,17,21,20,32,30,30,20,24,5,12,54,38,8,19,2,6,7,8,52%,48%,157,129,216,186,73%,69%,12,4,69,29,90,47,62,59,81,74,26,41,45,65,16,17,33,38,57,54,75,75,84,58,108,73,63,50,102,88,58,46,77,64,36,33,37,34,9,3,24,16,66%,34%,True
c6c53018-c388-4564-a1ca-190998b4e84e,85491,home,Legia Warszawa S.A.,2026-03-07T10:00:00,0,2,0,2,44%,56%,5,14,5,5,1,3,8,6,3,4,6.76,7.06,2,9,2,3,1,2,2,8,3,6,6,11,13,17,0%,14%,23,17,46,30,22,22,20,17,25,12,46,51,3,6,5,2,5,5,75%,25%,146,241,197,288,74%,84%,4,12,30,78,49,97,57,111,73,122,59,52,75,69,19,16,35,38,45,99,63,111,82,125,99,138,58,93,97,124,57,91,67,104,31,56,33,59,2,2,10,17,34%,66%,True
07b9e725-1c67-4b08-8415-75317a6ebbd8,86317,away,Widzew Łódź SA,2026-03-14T12:30:00,1,1,1,0,59%,41%,9,4,3,10,0,1,11,2,4,5,7.17,6.87,1,2,4,1,4,1,8,4,1,0,5,3,7,4,11%,0%,11,22,17,34,10,10,7,11,14,22,56,47,5,12,3,4,10,3,56%,44%,159,66,217,123,73%,54%,6,3,43,16,71,27,71,24,92,45,45,26,54,51,8,13,27,31,56,22,70,38,95,31,120,54,57,25,90,67,69,28,89,39,33,13,38,17,2,1,6,5,72%,28%,False
f5da7a93-e661-415b-a237-d1c924e09b74,88406,home,Stal Rzeszów S.A.,2026-03-21T12:00:00,1,4,1,3,55%,45%,8,8,9,6,2,1,7,10,2,1,7.01,7.05,3,6,3,0,2,2,7,4,1,4,5,3,6,4,13%,25%,5,3,8,8,9,9,45,48,39,48,55,45,2,3,0,0,5,9,50%,50%,182,125,241,182,76%,69%,5,3,49,19,70,25,67,30,92,44,66,76,79,112,36,28,60,61,54,35,74,47,92,62,107,73,124,70,163,111,42,38,59,49,16,17,19,21,5,1,11,4,74%,26%,False
cb488fbe-4d7e-4e15-a177-da07e181a78e,89508,away,UKS Talent Warszawa,2026-03-28T12:00:00,4,0,4,0,54%,46%,6,3,3,6,2,1,7,5,3,5,5.69,6.33,4,0,1,3,1,0,3,3,3,0,1,2,3,7,67%,0%,15,7,21,18,11,11,15,6,24,6,47,58,9,4,6,5,6,3,88%,13%,123,96,187,170,66%,56%,6,2,11,28,25,58,39,41,67,66,73,27,95,46,17,16,32,42,44,42,67,65,62,37,88,62,53,46,103,96,50,25,63,47,20,24,21,26,3,1,10,14,30%,70%,True
661a81ec-54b4-4ed0-b8f1-d4313401d6a8,91829,home,Jagiellonia Białystok SSA,2026-04-11T12:00:00,1,2,1,2,42%,58%,10,15,13,8,2,1,9,13,2,1,7.1,7.18,3,7,4,5,3,3,8,11,2,4,5,14,9,20,10%,13%,17,15,25,24,17,17,13,6,7,9,57,65,11,7,4,2,8,13,50%,50%,99,189,164,254,60%,74%,8,10,32,52,50,69,27,62,49,82,40,75,65,103,12,15,42,30,28,80,40,95,59,94,81,129,37,77,82,131,43,76,55,83,19,36,26,40,4,4,9,6,42%,58%,True
6924cf38-9f99-4908-9d67-fbe8e933ebb5,92939,home,ŁKS Łódź S.A.,2026-04-18T15:00:00,1,0,1,0,42%,58%,8,17,2,8,1,2,8,3,2,9,7.17,7.05,2,6,5,9,1,2,4,10,4,7,2,5,3,6,13%,0%,13,20,19,25,10,10,6,9,16,10,64,73,19,11,4,1,8,2,60%,40%,82,157,146,238,56%,66%,5,12,13,62,23,111,27,65,42,86,42,30,81,41,10,13,37,33,30,64,46,94,42,80,63,111,42,60,92,109,27,62,39,93,13,35,15,36,0,3,5,27,17%,83%,True
e19a2e58-5273-489c-a103-403c633f32d9,94523,home,Podlasie Biała Podlaska.,2026-04-25T12:00:00,1,0,1,0,52%,48%,14,10,7,7,2,1,8,9,7,1,6.82,6.47,3,3,7,3,4,4,8,2,6,8,11,8,18,13,7%,0%,10,17,21,47,19,19,14,11,12,14,62,55,9,11,6,4,7,7,61%,39%,132,100,194,171,68%,58%,9,5,58,23,83,36,51,30,75,53,23,47,36,82,16,3,33,25,34,47,55,72,82,50,106,74,60,41,102,94,43,42,60,55,29,17,32,22,6,2,17,9,70%,30%,True
0c0ef445-d8a3-4afc-a841-45f5101cda11,95078,away,S.S.M. Wisła Płock,2026-04-30T16:00:00,0,1,0,1,53%,47%,3,10,11,7,1,0,7,11,3,2,6.06,6.71,1,4,1,3,1,3,2,6,1,4,1,1,19,8,0%,10%,9,22,9,22,37,37,4,12,9,18,58,55,7,8,5,7,7,11,54%,46%,126,81,184,132,68%,61%,1,6,25,19,45,30,61,14,80,34,40,48,59,68,12,9,33,32,55,35,71,54,59,36,80,45,44,28,82,70,59,29,79,37,23,23,23,24,1,3,5,7,60%,40%,True
b6def53a-9d35-4e37-8844-d51b85ca3489,96181,away,Escola Varsovia,2026-05-09T14:45:00,1,1,1,1,47%,53%,6,5,8,10,1,0,10,9,3,0,6.44,6.91,3,4,1,1,2,0,2,4,4,1,4,2,5,3,17%,20%,12,28,14,36,9,9,6,10,16,21,75,60,6,9,4,7,10,8,100%,0%,127,138,190,210,67%,66%,5,3,22,34,41,63,45,76,64,105,60,28,85,42,13,18,28,36,38,52,63,74,76,68,98,100,47,60,91,115,56,55,67,69,24,23,31,26,2,2,7,5,39%,61%,True
1b2e2dcf-4db4-455b-834c-78df8561f4c2,97112,home,Wisła Kraków ,2026-05-16T12:00:00,0,2,0,2,36%,64%,5,8,7,9,0,1,9,6,2,5,7.11,7.96,2,4,2,3,1,1,2,4,3,4,2,1,6,4,0%,25%,16,8,30,17,23,23,20,14,16,5,47,62,5,3,11,5,9,7,36%,64%,72,245,139,320,52%,77%,4,4,15,43,28,74,19,134,45,162,38,68,66,84,11,17,36,40,31,125,55,152,30,103,48,128,28,74,81,128,24,113,34,127,20,58,24,65,0,2,7,15,27%,73%,True
f2aaac82-669c-41d6-a252-14fa0339683f,,away,SMS Resovia Rzeszów,2026-05-23T15:00:00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507bc60-df18-4f0c-985e-58ca2f8a7f77,98682,home,Hutnik Kraków,2026-05-31T12:00:00,1,0,1,0,57%,43%,9,4,4,6,5,0,6,9,3,0,6.91,7.09,4,3,3,0,2,1,2,3,7,1,13,1,16,4,11%,0%,13,10,17,18,9,9,2,9,2,7,62,41,8,9,3,1,6,4,14%,86%,197,129,257,183,77%,70%,6,3,40,12,66,19,87,53,112,73,70,64,79,91,19,9,34,21,83,57,102,69,95,63,121,93,62,60,102,101,85,45,103,53,50,24,52,29,1,3,11,6,78%,22%,True
